content,sentiment
If I had one single wish… I would go back to the moment we kissed 🙁,sad
"If I know what love is, it is because of you.",happy
"If I tell you ""I love you"" then I actually do love you.",happy
"If love is the best feeling in the world, then why does my heart hurt so much?",sad
if love is true ...it will always find a way.,happy
"If my love for you is a crime, I want to be the most wanted criminal.",happy
"if she's amazing,she wont be easy.if shes easy, she wont be amazing. if shes worth it, you wont give up, if you give up you're not worth it.",happy
"If the only tool you have is a hammer, you tend to see every problem as a nail",happy
If the relationship does not make you a better person… then you are with the wrong person.,sad
"If the stuff that comes out of my mouth upsets you, just think of all the things I keep to myself.",happy
"If we kiss , i'm biting your lip ♥",happy
"If you a girl make laugh she likes you, but if you make her cry, she loves you.",sad
"if you are in a relationship, flirting is cheating.",sad
If you are in a relationship. Flirting is CHEATING.,sad
If you are not interested then don't cheat him.. Better leave him,sad
If you aren't happy with being single you will never be happy in relationship. get your own life fist then share it.,happy
"If you can go days without talking to me, i am obviously not that important to you.",sad
"If you can go days without talking to me, i am obviously not that important to you.",sad
"If you cannot be a pencil to write anyone's happiness, then yous hould at least try to be a nice rubber to erase someone's sadness...",happy
"If you chase happiness it eludes you, but just like a butterfly, it will rest on your shoulder if you are not pursuing to capture it.",happy
"If you don't want me , don't mess with my feelings .",sad
"If you don't want me , don't mess with my feelings .",sad
If you fall in love... be ready for the tears..!!,happy
"If you had enough time to cheat, you had enough time to think about it.",sad
"If you honest and frank,people may cheat you.Be honest and frank anyway.",sad
"If you love her, dont ever make her cry.",happy
"If you love someone set them free. If they come back, set them on fire.. 😉",happy
If you love something set it free.,happy
"If you push me away I promise you, you won’t find me where you left me. My heart is big , but not big enough to deal with people, who decide to love me when it’s convenient for them.",sad
"IF you really love that person, you wouldnt even think about cheating on them.",happy
"If you think a simple task is powerful, just keep going",happy
"if you truly love someone, Being faithful is easy.",happy
"If you want to be happy, set a goal that manages your thinking, expresses your strengths, and inspires your hopes",happy
"If you were thinking about someone, while Studying you're definitely in Love.",happy
"If you would learn the secret of right relations, look only for the divine in people and things, and leave the rest to God.",happy
"If you’re going through hell, keep going",happy
if your dog barks nd ememies laugh take it serious,happy
"If you're going to make me cry, at least be there to wipe away the tears .",sad
"I'll never hurt you , what a LIE .",sad
I'm easy. Are you?,happy
"Im loyal, but it always seems like Im loyal to the wrong people.",sad
"I'm loyal, but it always seems like I'm loyal to the wrong people.",happy
I'm not her first but I will do anything to be her last. She is my one and only.,happy
"I'm not ignoring you, I'm just waiting for you to talk to me first.",happy
I'm slowly giving up.,sad
"In a state of calmness and serenity, inner peace overwhelms painful outer experiences.",happy
"In every girl's life, there's a boy she'll never forget; In every boy's life there's a girl he can never get ♥",happy
In life I need only you!,happy
In Love 'Sorry' Should Not Have To Be Said,happy
"In order to live well, you must makes a conscious decisions to be happy! Don't let the liitle things in life ruin your day.",happy
In order to stay happy in life you have to get rid of the things that make you unhappy.,happy
"In today’s world u don’t have to b smart, only your smartphone should be smart.",happy
"In you i H've Found the love of my life and my closest, truest friend.",happy
Installing love. ……44%. Installation failed. Error 404: install money first.,happy
"Instead of wiping your tears, wipe away the people who caused them.",sad
"Isn’t it scary that doctors call what they do ""practice""?",happy
It hurts but it’s okay because we can’t force someone to feel the same as well we feel for them.,sad
It hurts but it’s okay because we can’t force someone to feel the same as well we feel for them.,sad
It hurts when you have someone in your heart but can’t have in your arms….,sad
It hurts when you realize you arent as important to someone as you thought you were.,sad
It hurts when you realize you arent as important to someone as you thought you were.,sad
It hurts when you realize you aren't as important to someone as you thought you were.,sad
It hurts when you realize you aren't as important to someone as you thought you were.,sad
"It is not fit to bear burdens of great joy, seep into tranquil pleasure.",happy
It sucks when you are ignored by the one person whose attention means the world to you.,sad
It took seeing what my life is like without you to know that i want you in it. i’m sorry for ever hurting you.,sad
